,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
158504,28DA3579-AA5B-4209-B9BA-11797217512D,605577,184788,2021-06-20 13:45:38.611000+00:00,13,FALSE,FALSE,2021-06-20 13:45:41.808000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.0532833337783814,0,0,0,0,0,605500,184500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.81422393925476,7.511708714066332
158511,28F654B7-80A3-464A-8652-E71FAC57D0E2,689189,237891,2021-06-20 15:23:08.525000+00:00,13,FALSE,FALSE,2021-06-20 15:23:22.633000+00:00,ios-14.6,210527.1436.9923,en,21171,54.0,0,0.235133330027262,0,0,0,0,0,689500,237500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.285884712274616,8.617620415183092
158512,28F6ADD1-C933-478D-946B-B1E5193808C2,499135,119384,2021-06-20 15:11:16.718000+00:00,10,FALSE,FALSE,2021-06-20 15:11:31.220000+00:00,ios-14.6,210527.1436.9923,fr,21171,51.5,0,0.241700001557668,0,0,0,0,0,499500,119500,2021-06-20 15:10:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.21832593599613,6.131449342636368
158515,28FEF9B9-E4D1-4FE5-9B56-733677110DDA,668640,231479,2021-06-20 15:45:53.118000+00:00,11,FALSE,FALSE,2021-06-20 15:45:58.383000+00:00,ios-14.6,210301.1020.9911,de,21171,42.5,0,0.0877499977747599,0,0,0,0,0,668500,231500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.23067234648125,8.345031160034265
158517,28FF6614-3DEE-4D44-87CC-408BED3695BE,613949,176706,2021-06-20 18:29:27.933000+00:00,10,FALSE,FALSE,2021-06-20 18:29:33.671000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.095633331934611,0,0,0,0,0,613500,176500,2021-06-20 18:30:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.74140132005033,7.621159173553074
158523,28a72db6-b585-4dd8-b82b-2dcf7f2130ee,680002,227392,2021-06-20 10:21:58.794000+00:00,12,FALSE,FALSE,2021-06-20 10:22:21.430000+00:00,,,de,21171,,1,0.377266669273376,0,0,0,0,0,680500,227500,2021-06-20 10:20:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.19263650866485,8.494325607931044
158532,28c217d3-034c-4dd6-96d3-c21817e6def3,596572,227500,2021-06-20 17:03:16.956000+00:00,12,FALSE,FALSE,2021-06-20 17:03:31.122000+00:00,,,de,21171,65.0,0,0.23609999815623,0,0,0,0,0,596500,227500,2021-06-20 17:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.19843459562153,7.393388954416558
158535,28c7a491-d214-4bc8-8e60-eea4adc5eb07,627102,198550,2021-06-20 14:25:50.781000+00:00,12,FALSE,FALSE,2021-06-20 14:26:00.704000+00:00,,,de,21171,60.5,0,0.16538333495458,0,0,0,0,0,627500,198500,2021-06-20 14:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.937489350734005,7.794558899231646
158564,2914d959-f1bb-4ba7-8992-4cb9e11e3c50,721948,270014,2021-06-20 16:33:03.723000+00:00,11,FALSE,FALSE,2021-06-20 16:33:53.305000+00:00,,,de,21171,54.5,0,0.826366666952769,0,0,0,0,0,721500,270500,2021-06-20 16:35:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.569500421094276,9.05932816425315
158576,29259C4E-06F9-422D-8EFF-B7DF6816DB7D,572644,251299,2021-06-20 13:44:51.741000+00:00,12,FALSE,FALSE,2021-06-20 13:45:00.152000+00:00,ios-14.4.2,210527.1436.9923,fr,21171,59.0,0,0.140183333555857,0,0,0,0,0,572500,251500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.41193067974287,7.076159634233641
158597,293a67e8-d63e-4d48-b53f-496739a8250e,676225,236460,2021-06-20 15:23:54.903000+00:00,12,FALSE,FALSE,2021-06-20 15:24:08.997000+00:00,,,en,21171,59.5,0,0.234899997711182,0,0,0,0,0,676500,236500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.27463917686172,8.446026291766357
158598,293a67e8-d63e-4d48-b53f-496739a8250e,676225,236460,2021-06-20 15:25:30.050000+00:00,13,FALSE,FALSE,2021-06-20 15:25:34.790000+00:00,,,en,21171,59.5,0,0.0790000001589457,0,0,0,0,0,676500,236500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.27463917686172,8.446026291766357
158603,29412458-A0BA-40A2-AE4E-7144AB4C3980,574327,161190,2021-06-20 13:49:46.688000+00:00,12,FALSE,FALSE,2021-06-20 13:50:14.849000+00:00,ios-14.6,210527.1436.9923,fr,21171,45.5,0,0.469350000222524,0,0,0,0,0,574500,161500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.60147538951545,7.103575753575016
158615,2950F96D-B96A-4FBF-8CE3-DC1873AB7507,560088,212604,2021-06-20 14:09:45.436000+00:00,10,FALSE,FALSE,2021-06-20 14:10:01.337000+00:00,ios-14.6,210527.1436.9923,fr,21171,53.0,0,0.265016663074493,0,0,0,0,0,560500,212500,2021-06-20 14:10:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.0632494573573,6.913239989871145
158623,29608558-A6C8-4892-89E2-56C4CAAB0981,679652,246918,2021-06-20 15:38:46.067000+00:00,12,FALSE,FALSE,2021-06-20 15:39:09.205000+00:00,ios-14.6,210527.1436.9923,de,21171,57.0,0,0.385633333524068,0,0,0,0,0,679500,246500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.368289535454934,8.493169847516224
158631,2975172B-DC1F-42E6-8497-B722016D3E79,675745,238126,2021-06-20 15:26:01+00:00,13,TRUE,FALSE,2021-06-20 15:33:32.741000+00:00,ios-14.4.2,210527.1436.9923,de,21171,59.5,0,7.52901666561763,0,0,0,0,0,675500,238500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.28967803539462,8.439964160808755
158641,297b57cb-49ac-4602-b92f-fb037188a95d,679714,248329,2021-06-20 15:38:40.413000+00:00,11,FALSE,FALSE,2021-06-20 15:38:56.937000+00:00,,,en,21171,56.0,0,0.275399998823802,0,0,0,0,0,679500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.38097178594553,8.4942418646844
158655,2993B3AB-9C4A-408E-8FAC-3A47CFC17C4F,677705,233525,2021-06-20 15:25:41.353000+00:00,14,FALSE,FALSE,2021-06-20 15:25:47.424000+00:00,ios-14.4.2,210527.1436.9923,de,21171,59.5,0,0.101183334986369,0,0,0,0,0,677500,233500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.24806989879677,8.465076632654839
158659,299E6ACA-E405-4230-ADB6-F89CF86169D4,614484,179710,2021-06-20 10:21:47.826000+00:00,12,FALSE,FALSE,2021-06-20 10:21:52.541000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.0785833319028219,0,0,0,0,0,614500,179500,2021-06-20 10:20:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.768412147639474,7.628254229736382
158660,299EF1D8-B915-4B0A-A765-C6CC5C9226A5,684615,239439,2021-06-20 15:27:19.257000+00:00,11,FALSE,FALSE,2021-06-20 15:27:23.016000+00:00,ios-14.6,210527.1436.9923,de,21171,57.5,0,0.0626500010490418,0,0,0,0,0,684500,239500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.30040899895881,8.55745664285474
158677,29B650C1-3641-4AA7-933C-674EF7A4EF10,830376,168138,2021-06-20 20:33:20.220000+00:00,10,FALSE,FALSE,2021-06-20 20:33:46.370000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.435833330949148,0,0,0,0,0,830500,168500,2021-06-20 20:35:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.624733078830296,10.4473429591622
158684,29D9B67D-D9B4-4770-9E8E-9265DB847AB8,650163,205828,2021-06-20 14:45:23+00:00,14,TRUE,TRUE,2021-06-20 15:12:27.616000+00:00,ios-14.4.2,201207.1928.999,de,21171,62.0,0,27.0769333322843,0,0,0,0,0,650500,205500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.00161388401613,8.098207292867691
158689,29DE3051-D405-4AC0-AE3D-67A5D52A0E9A,682564,248170,2021-06-20 15:40:50.421000+00:00,12,FALSE,FALSE,2021-06-20 15:41:02.825000+00:00,ios-14.6,210301.1020.9911,en,21171,58.5,0,0.206733334064484,0,0,0,0,0,682500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.379190867136394,8.53194900397466
158690,29E45499-33DB-4883-ABF5-59A33B66EB52,557760,131890,2021-06-20 14:05:00+00:00,12,TRUE,TRUE,2021-06-20 14:05:58.767000+00:00,ios-14.6,201118.2118.998,fr,21171,,1,0.979449999332428,0,0,0,0,0,557500,131500,2021-06-20 14:05:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.337066434142976,6.890042972291477
158701,29F0BA0F-234A-44A8-8145-1652D8CF473D,496018,119227,2021-06-20 15:27:24.701000+00:00,10,FALSE,FALSE,2021-06-20 15:29:09.871000+00:00,ios-14.4.1,210527.1436.9923,fr,21171,48.0,0,1.7528333346049,0,0,0,0,0,496500,119500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.216438790868956,6.091096271969397
158702,29F0BA0F-234A-44A8-8145-1652D8CF473D,496020,119228,2021-06-20 16:16:52.270000+00:00,10,FALSE,FALSE,2021-06-20 16:17:28.687000+00:00,ios-14.4.1,210527.1436.9923,fr,21171,,1,0.606950000921885,0,0,0,0,0,496500,119500,2021-06-20 16:15:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.216448094575604,6.091121962897543
158713,29a5a391-80a2-410f-b39a-f05462e1b743,585333,222372,2021-06-20 17:08:39.255000+00:00,12,FALSE,FALSE,2021-06-20 17:09:00.892000+00:00,,,de,21171,57.5,0,0.360616664091746,0,0,0,0,0,585500,222500,2021-06-20 17:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.152154472836095,7.245236857516916
158720,29c3d67c-8e50-4ed3-b96a-6a733846130a,561065,247117,2021-06-20 13:25:51.452000+00:00,13,TRUE,TRUE,2021-06-20 14:51:12.912000+00:00,,,de,21171,67.0,0,85.3576666673025,1,0,0,0,0,561500,247500,2021-06-20 13:25:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.37373306266057,6.92310776248557
158741,2A0984E9-B2D2-4C33-A37F-4818B90B484D,534080,164442,2021-06-20 17:36:41.121000+00:00,14,FALSE,FALSE,2021-06-20 17:36:52.662000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.19234999815623,0,0,0,0,0,534500,164500,2021-06-20 17:35:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.62796285126706,6.577868013086534
158742,2A0A1D61-9F38-47AC-BE76-26DC8FF0F816,572031,188979,2021-06-20 13:13:03.347000+00:00,11,FALSE,FALSE,2021-06-20 13:13:18.298000+00:00,ios-14.6,210527.1436.9923,fr,21171,50.0,0,0.249183336893717,0,0,0,0,0,572500,188500,2021-06-20 13:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.85135473512427,7.071909896180406
158755,2A1EF8E5-2B3E-4CD2-8C29-FD825357B3B7,697752,261648,2021-06-20 16:16:02.384000+00:00,11,FALSE,FALSE,2021-06-20 16:16:12.198000+00:00,ios-14.4.2,210527.1436.9923,de,21171,59.5,0,0.163566664854685,0,0,0,0,0,697500,261500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.49831809124368,8.735987699978915
158758,2A250797-F908-4C15-BC18-592306D66B17,572825,160015,2021-06-20 12:47:22.325000+00:00,12,FALSE,TRUE,2021-06-20 12:49:05.413000+00:00,ios-14.6,210527.1436.9923,fr,21171,66.5,0,1.7181333343188,0,0,0,0,0,572500,160500,2021-06-20 12:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.590846122826946,7.084042692062361
158760,2A297E0C-20CD-40AC-B36F-4ECD47EE9A7B,669993,229194,2021-06-20 15:15:29.430000+00:00,12,FALSE,FALSE,2021-06-20 15:17:13.299000+00:00,ios-14.6,210527.1436.9923,de,21171,60.5,0,1.73114999930064,0,0,0,0,0,669500,229500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.2099790766439,8.362540949993482
158763,2A2EF01F-5C30-44CD-9D7B-1D370E277A32,495783,115228,2021-06-20 11:44:17.604000+00:00,10,FALSE,FALSE,2021-06-20 11:44:21.454000+00:00,ios-14.4.2,200629.1631.297,fr,21171,43.0,0,0.0641666650772095,0,0,0,0,0,495500,115500,2021-06-20 11:45:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.180434332997656,6.0889441264110555
158767,2A38191D-BD92-4535-999F-3EE7BCB1AA5E,577383,205091,2021-06-20 16:46:53.067000+00:00,12,FALSE,FALSE,2021-06-20 16:46:57.125000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.067633334795634,0,0,0,0,0,577500,205500,2021-06-20 16:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.99648874163316,7.141279784169912
158768,2A3C9F89-A6E3-4329-B7F2-D74D58287ED0,657974,216736,2021-06-20 14:51:21.629000+00:00,15,FALSE,FALSE,2021-06-20 14:51:40.365000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,0.312266667683919,0,0,0,0,0,657500,216500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,47.09909050217076,8.20230058268452
158770,2A4730F0-9DE2-4810-A453-6DD48B6C6509,688341,238030,2021-06-20 14:22:10.127000+00:00,10,FALSE,FALSE,2021-06-20 14:22:27.390000+00:00,ios-14.2.1,201016.657.996,de,21171,,1,0.287716666857402,0,0,0,0,0,688500,238500,2021-06-20 14:20:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.28724885947357,8.606439669731264
158771,2A4C0FB4-C597-4ECA-80E1-1E4506F09DA8,679152,248648,2021-06-20 15:41:07+00:00,11,TRUE,FALSE,2021-06-20 15:46:41.099000+00:00,ios-14.6,210527.1436.9923,de,21171,56.0,0,5.5683166662852,0,0,0,0,0,679500,248500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.38390844402656,8.486856862455205
158777,2A675B35-5E5D-4344-ABD7-47E6CD4292CB,680573,246908,2021-06-20 15:39:56+00:00,12,TRUE,TRUE,2021-06-20 15:42:46.081000+00:00,ios-14.6,210513.1930.9922,de,21171,57.5,0,2.83468333482742,0,0,0,0,0,680500,246500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.36808764347089,8.505360040531157
158782,2A745B6B-67D4-4154-B09C-B21D8C2E4D8D,657481,218586,2021-06-20 14:51:41.710000+00:00,12,FALSE,FALSE,2021-06-20 14:52:32.565000+00:00,ios-15.0,210527.1436.9923,de,21171,64.0,0,0.847583333651225,0,0,0,0,0,657500,218500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.11577323241201,8.196041988510787
158783,2A77C905-23C0-442A-BB09-14F9C568D9DC,672157,231104,2021-06-20 15:16:56.109000+00:00,13,FALSE,FALSE,2021-06-20 15:17:02.525000+00:00,ios-14.6,210527.1436.9923,de,21171,60.5,0,0.106933335463206,0,0,0,0,0,672500,231500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.2269249237459,8.391409215441138
158784,2A77C905-23C0-442A-BB09-14F9C568D9DC,672235,231166,2021-06-20 15:20:33.382000+00:00,14,FALSE,FALSE,2021-06-20 15:20:40.770000+00:00,ios-14.6,210527.1436.9923,de,21171,60.5,0,0.123133333524068,0,0,0,0,0,672500,231500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.227474028080344,8.39244899729697
158795,2A9149EE-FC22-4C13-9F1A-5933B5821BD9,688955,266981,2021-06-20 16:11:07.746000+00:00,12,FALSE,FALSE,2021-06-20 16:11:22.443000+00:00,ios-14.3,210301.1020.9911,de,21171,57.0,0,0.244950000445048,0,0,0,0,0,688500,266500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.54752597234977,8.620318299907881
158812,2AC29F3A-7838-4A21-9BC8-597889C211DC,642770,247051,2021-06-20 19:05:00.703000+00:00,10,FALSE,TRUE,2021-06-20 19:07:16.293000+00:00,ios-14.4.2,210527.1436.9923,de,21171,,1,2.25983333190282,0,0,0,0,0,642500,247500,2021-06-20 19:05:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.37291053062393,8.004911177800599
158825,2AE26807-85BF-428E-B55B-27667A22C02B,562888,129448,2021-06-20 16:17:12.096000+00:00,13,FALSE,FALSE,2021-06-20 16:17:22.054000+00:00,ios-14.6,210527.1436.9923,fr,21171,64.5,0,0.165966665744782,0,0,0,0,0,562500,129500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.31540328330435,6.9568373546613715
158827,2AE628BB-4AB8-439C-A94A-7449F6861D94,683488,249337,2021-06-20 15:43:14.791000+00:00,12,FALSE,FALSE,2021-06-20 15:43:20.197000+00:00,ios-14.6,210527.1436.9923,en,21171,58.5,0,0.0901000022888184,0,0,0,0,0,683500,249500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.38956965564574,8.544400877829506
158880,2B6279BF-38B0-473B-A931-40A48B88B557,669971,237630,2021-06-20 15:28:52.416000+00:00,12,FALSE,TRUE,2021-06-20 15:29:18.158000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.429033335049947,0,0,0,0,0,669500,237500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.28585443326795,8.363562829818592
158902,2B9AE5F0-8E6F-4A3C-B93B-4DFFB55E07C0,611178,215216,2021-06-20 04:26:05.105000+00:00,12,FALSE,FALSE,2021-06-20 04:26:32.204000+00:00,ios-14.6,210513.1930.9922,de,21171,,1,0.45164999961853,0,0,0,0,0,611500,215500,2021-06-20 04:25:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.08785836510946,7.5858406705188335
158907,2B9D1599-4872-485F-9A22-EC9FC82959BB,588666,176124,2021-06-20 13:20:00+00:00,12,TRUE,TRUE,2021-06-20 13:25:19.556000+00:00,ios-14.6,210527.1436.9923,de,21171,64.5,0,5.32593333323797,0,0,0,0,0,588500,176500,2021-06-20 13:20:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.73621287205916,7.290344814361555
158908,2B9D1599-4872-485F-9A22-EC9FC82959BB,588666,176124,2021-06-20 16:50:46+00:00,13,TRUE,TRUE,2021-06-20 17:01:01.183000+00:00,ios-14.6,210527.1436.9923,de,21171,64.0,0,10.2530500014623,0,0,0,0,0,588500,176500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.73621287205916,7.290344814361555
158912,2BA8DD9D-363B-412C-9776-30A051DADC01,689849,250020,2021-06-20 15:48:36.097000+00:00,12,FALSE,FALSE,2021-06-20 15:48:59.851000+00:00,ios-14.5.1,210527.1436.9923,de,21171,61.5,0,0.395900003115336,0,0,0,0,0,689500,250500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.39487508584206,8.628775329151503
158916,2BBB6AFE-130F-40CC-8891-7410E6BFDA90,560390,134865,2021-06-20 12:57:35.434000+00:00,12,FALSE,FALSE,2021-06-20 12:58:00.504000+00:00,ios-14.4.2,210513.1930.9922,fr,21171,,1,0.417833332220713,0,0,0,0,0,560500,134500,2021-06-20 13:00:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.36398852217439,6.923945470549737
158919,2BC3788A-C464-4073-9FE5-AFA066EA76AD,682693,249013,2021-06-20 15:47:20.881000+00:00,13,FALSE,FALSE,2021-06-20 15:47:48.180000+00:00,ios-14.6,210527.1436.9923,de,21171,58.5,0,0.454983333746592,0,0,0,0,0,682500,249500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.38675608912106,8.533812805133644
158922,2BCC7F7C-5247-4453-B176-6ECB8A4D7B37,570078,162471,2021-06-20 13:00:46.366000+00:00,11,FALSE,FALSE,2021-06-20 13:01:01.787000+00:00,ios-14.6,210527.1436.9923,fr,21171,66.5,0,0.257016666730245,0,0,0,0,0,570500,162500,2021-06-20 13:00:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.61282122455269,7.048038677216505
158926,2BDBCF62-BB27-43E9-8CCB-7A48B97F08FC,694598,253081,2021-06-20 16:00:37.001000+00:00,12,FALSE,FALSE,2021-06-20 16:00:42.178000+00:00,ios-14.4.2,210527.1436.9923,en,21171,59.0,0,0.0862833340962728,0,0,0,0,0,694500,253500,2021-06-20 16:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.421737734917045,8.692318498209636
158935,2BF1F02E-9217-4C1A-B428-1B39D31B6D34,682935,249226,2021-06-20 15:46:20.298000+00:00,12,FALSE,FALSE,2021-06-20 15:46:25.524000+00:00,ios-14.3,210527.1436.9923,de,21171,58.5,0,0.0870999972025553,0,0,0,0,0,682500,249500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.38864124909227,8.537056924987262
158940,2BF3C39C-CCB0-4B48-8FD2-52C55C9AFF5E,546001,149400,2021-06-20 13:25:45.020000+00:00,10,FALSE,FALSE,2021-06-20 13:26:04.555000+00:00,ios-14.6,210527.1436.9923,fr,21171,42.0,0,0.325583334763845,0,0,0,0,0,546500,149500,2021-06-20 13:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.493728992105694,6.735285096102154
158942,2BFAD83B-96EA-443A-BD72-19822FFD5575,655626,207658,2021-06-20 14:42:53.272000+00:00,16,FALSE,FALSE,2021-06-20 14:43:10.370000+00:00,ios-14.6,210527.1436.9923,de,21171,61.5,0,0.284966663519541,0,0,0,0,0,655500,207500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,Tennis ball,68 [mm],68.0,47.01763885689308,8.17025865860153
158970,2C278367-3AC2-42EA-B22D-D09D110779AE,675281,232122,2021-06-20 15:21:54.641000+00:00,13,FALSE,FALSE,2021-06-20 15:22:02.807000+00:00,ios-14.6,210527.1436.9923,de,21171,60.5,0,0.13609999815623,0,0,0,0,0,675500,232500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.23573220694473,8.432825357463074
158972,2C3A3A83-FE96-4B50-A155-5DB72F2A8B5C,574291,259240,2021-06-20 16:42:09.572000+00:00,11,FALSE,FALSE,2021-06-20 16:42:20.366000+00:00,ios-14.6,210527.1436.9923,fr,21171,52.5,0,0.17989999850591,0,0,0,0,0,574500,259500,2021-06-20 16:40:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.48341836979239,7.0975228759952245
158977,2C42FE90-D2FD-41D8-9E02-A8B8375EFC53,614399,197119,2021-06-20 14:06:41.421000+00:00,12,FALSE,FALSE,2021-06-20 14:06:45.293000+00:00,ios-14.6,210527.1436.9923,de,21171,60.5,0,0.0645333329836528,0,0,0,0,0,614500,197500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.92501303369782,7.627688260836964
159020,2CAEA791-954B-4467-8BD2-9B04EBF84F24,648999,267344,2021-06-20 18:49:29.680000+00:00,13,FALSE,TRUE,2021-06-20 18:50:22.141000+00:00,ios-14.6,210527.1436.9923,de,21171,35.5,0,0.874349999427795,0,0,0,0,0,648500,267500,2021-06-20 18:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.554986089656644,8.089608890548753
159040,2CC64A6D-E9A5-4793-A567-D16437CE9C8A,687237,244402,2021-06-20 15:36:31.007000+00:00,13,FALSE,FALSE,2021-06-20 15:36:43.289000+00:00,ios-14.5.1,210527.1436.9923,de,21171,59.5,0,0.204700001080831,0,0,0,0,0,687500,244500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.344701900193975,8.593086777632566
159049,2CD34E11-CC67-4463-A11D-3FB822B2FCDB,618740,194459,2021-06-20 14:05:16.282000+00:00,13,FALSE,FALSE,2021-06-20 14:05:22.719000+00:00,ios-14.6,210527.1436.9923,de,21171,65.5,0,0.107283333937327,0,0,0,0,0,618500,194500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.900977960829614,7.68457507827266
159060,2CE6F14E-C6B9-4DAA-B116-A93F8ED70BE8,665433,224259,2021-06-20 15:14:53.542000+00:00,11,FALSE,FALSE,2021-06-20 15:14:59.056000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,0.0918999989827474,0,0,0,0,0,665500,224500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.16605989484596,8.301637404407554
159062,2CE9E8AE-5E15-4720-91E3-C55A06172F32,559927,171401,2021-06-20 16:20:06.940000+00:00,12,FALSE,TRUE,2021-06-20 16:20:31.219000+00:00,ios-14.4.2,210527.1436.9923,en,21171,61.5,0,0.40465000073115,0,0,0,0,0,559500,171500,2021-06-20 16:20:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.69261623572462,6.914751364567008
159076,2D01B6DC-B5FE-412A-BFEA-7FD163C7C427,608210,187689,2021-06-20 13:45:28.511000+00:00,13,FALSE,FALSE,2021-06-20 13:45:34.657000+00:00,ios-13.6.1,201016.657.996,de,21171,63.5,0,0.102433335781097,0,0,0,0,0,608500,187500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.84029241299362,7.54625986413257
