,ID,x,y,Time,size,CustomTime,CustomLocation,SubmissionTime,OsVersion,AppVersion,Language,EventDate,maxCZC,CZCfilteredout,TDiff,SubvsEventbad,Multi1,Multi2,Multi3,blacklisted,xr,yr,Timer,FILTEREDOUT,days,months,years,size_text,size_mm,size_number,Lat,Lon
172709,6c7df552-6bc3-41bd-ba01-0f4b58121daf,578680,164858,2021-06-20 20:57:28.179000+00:00,12,FALSE,FALSE,2021-06-20 20:49:41.228000+00:00,,,fr,21171,,1,-7.78251666625341,1,0,0,0,0,578500,164500,2021-06-20 20:55:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.63462446634224,7.160216410056555
172721,6ca62769-dba0-44e5-95b6-1605ff76ddc9,688598,221653,2021-06-20 11:53:37.972000+00:00,13,FALSE,FALSE,2021-06-20 11:53:57.981000+00:00,,,de,21171,,1,0.333483334382375,0,0,0,0,0,688500,221500,2021-06-20 11:55:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.139925240749434,8.606614345619786
172728,6cc14b11-68c1-415c-8e46-8fc31c33036d,555788,144985,2021-06-20 16:12:37.616000+00:00,11,FALSE,TRUE,2021-06-20 16:12:48.667000+00:00,,,fr,21171,55.0,0,0.18418333530426,0,0,0,0,0,555500,144500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.45473373237835,6.863181782038208
172748,6ce02faa-0caa-4fd9-a483-845b3f97301d,520709,173567,2021-06-20 15:38:10.315000+00:00,12,FALSE,FALSE,2021-06-20 15:38:20.903000+00:00,,,fr,21171,58.0,0,0.17646666765213,0,0,0,0,0,520500,173500,2021-06-20 15:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.708583864439994,6.401713624250167
172771,6d17845f-dd8f-4acd-a946-23242252a8e4,682262,240730,2021-06-20 15:35:46.963000+00:00,11,FALSE,FALSE,2021-06-20 15:35:57.582000+00:00,,,en,21171,59.0,0,0.176983332633972,0,0,0,0,0,682500,240500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.312317243856064,8.526584561734952
172772,6d192f87-4f8f-4269-bc28-02e1ac6f7e05,611290,267348,2021-06-20 10:36:25.275000+00:00,13,FALSE,TRUE,2021-06-20 10:36:53.062000+00:00,,,fr,21171,,1,0.463116665681203,0,0,0,0,0,611500,267500,2021-06-20 10:35:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.55675034744767,7.5886207460248105
172778,6d2124d7-d2c7-459d-a875-322c8357415d,531070,128639,2021-06-20 12:04:31.897000+00:00,12,FALSE,FALSE,2021-06-20 12:04:36.090000+00:00,,,fr,21171,62.0,0,0.0698833306630453,0,0,0,0,0,531500,128500,2021-06-20 12:05:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.30560993183865,6.543908042568206
172800,6d526aa5-89a6-41e9-84f2-20428352f80d,704402,247325,2021-06-20 14:26:04.989000+00:00,13,FALSE,FALSE,2021-06-20 14:26:55.311000+00:00,,,de,21171,,1,0.838700000445048,0,0,0,0,0,704500,247500,2021-06-20 14:25:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.36849328718692,8.820880069254953
172821,6d890c39-dfff-44f2-a4ce-99da6530120b,685325,265299,2021-06-20 16:11:14.804000+00:00,11,FALSE,FALSE,2021-06-20 16:11:29.126000+00:00,,,de,21171,56.5,0,0.238700000445048,0,0,0,0,0,685500,265500,2021-06-20 16:10:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.532881655731806,8.571780858496549
172826,6d8d37a1-608a-4872-ac7e-c57160980a66,690216,256603,2021-06-20 15:57:35.453000+00:00,12,FALSE,FALSE,2021-06-20 15:57:52.154000+00:00,,,de,21171,57.5,0,0.278349999586741,0,0,0,0,0,690500,256500,2021-06-20 16:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.45402629593683,8.634965288375632
172834,6d97c606-db60-40fa-a90f-3972ccbeaa3b,662074,220030,2021-06-20 17:56:23.501000+00:00,13,FALSE,FALSE,2021-06-20 17:57:11.138000+00:00,,,de,21171,43.0,0,0.793950001398722,0,0,0,0,0,662500,220500,2021-06-20 17:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.12834657013896,8.25675686518754
172845,6daee13d-afbf-427e-aade-150ccf09b6f7,717550,95986,2021-06-20 16:04:41.060000+00:00,11,FALSE,FALSE,2021-06-20 16:04:47.462000+00:00,,,en,21171,,1,0.106699999173482,0,0,0,0,0,717500,95500,2021-06-20 16:05:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.00520144740453,8.956161510866092
172848,6dbe6f01-ce4e-4c8b-bd5b-87f1d6f67e56,604886,185703,2021-06-20 13:52:12.155000+00:00,13,FALSE,FALSE,2021-06-20 13:52:32.136000+00:00,,,de,21171,64.0,0,0.333016665776571,0,0,0,0,0,604500,185500,2021-06-20 13:50:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.82246004732819,7.502664384001241
172866,6dd6988c-1d44-46ef-923a-8c8c8da40d2a,644153,199813,2021-06-20 14:28:39.753000+00:00,13,FALSE,FALSE,2021-06-20 14:28:52.175000+00:00,,,de,21171,63.5,0,0.207033332188924,0,0,0,0,0,644500,199500,2021-06-20 14:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.947936517078034,8.018602898373116
172868,6ddddf95-a035-4659-8644-cf4b86c0a09a,609325,192351,2021-06-20 14:02:43.494000+00:00,11,FALSE,FALSE,2021-06-20 14:02:59.585000+00:00,,,de,21171,62.0,0,0.268183334668477,0,0,0,0,0,609500,192500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.882213878804365,7.560971080478562
172885,6e0d96df-9738-4e7d-92c5-f65f270bf6ca,495978,115076,2021-06-20 15:24:43.634000+00:00,10,FALSE,FALSE,2021-06-20 15:24:53.489000+00:00,,,fr,21171,50.5,0,0.164250000317891,0,0,0,0,0,495500,115500,2021-06-20 15:25:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.179097395294804,6.091502897791726
172890,6e1045f8-8c5f-403b-8b3c-3db8a91c85cf,674224,234858,2021-06-20 15:48:17.010000+00:00,14,FALSE,FALSE,2021-06-20 15:48:39.887000+00:00,,,de,21171,45.0,0,0.381283334891001,0,0,0,0,0,674500,234500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.2604590520054,8.41931905267634
172912,6e3dc3f2-c789-44e1-923f-5c84a1a48ee6,594716,225540,2021-06-20 16:55:26.161000+00:00,11,TRUE,TRUE,2021-06-20 17:00:33.034000+00:00,,,de,21171,64.5,0,5.11454999844233,0,0,0,0,0,594500,225500,2021-06-20 16:55:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.18079251044376,7.3689187886890535
172923,6e60b0cd-6e29-4245-b043-241d6f29b539,612234,182293,2021-06-20 14:20:03.017000+00:00,15,FALSE,FALSE,2021-06-20 14:20:12.563000+00:00,,,de,21171,55.0,0,0.159100000063578,0,0,0,0,0,612500,182500,2021-06-20 14:20:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,46.791692125186756,7.598866941433588
172967,6ee310b7-c42b-424f-94ac-d606ed89c159,676421,238901,2021-06-20 15:28:57.043000+00:00,13,FALSE,FALSE,2021-06-20 15:29:04.066000+00:00,,,de,21171,59.5,0,0.117050000031789,0,0,0,0,0,676500,238500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.29657024789535,8.44903169875306
172978,6ef0ac99-2ec7-4383-a5aa-3ee19fb0901b,674963,234966,2021-06-20 15:21:32.975000+00:00,12,FALSE,FALSE,2021-06-20 15:21:57.657000+00:00,,,en,21171,59.5,0,0.411366669336955,0,0,0,0,0,674500,234500,2021-06-20 15:20:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.26134691384413,8.429100140459914
172979,6ef0d6a5-65fc-4149-a077-ed8b7d13b544,577148,198631,2021-06-20 16:06:04.532000+00:00,11,FALSE,FALSE,2021-06-20 16:06:13.505000+00:00,,,fr,21171,,1,0.149550000826518,0,0,0,0,0,577500,198500,2021-06-20 16:05:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.93837245140843,7.138516340284951
172980,6ef1b83b-b2d2-4efd-8e85-51223dda716b,573206,181092,2021-06-20 13:27:35.865000+00:00,10,FALSE,FALSE,2021-06-20 13:27:41.713000+00:00,,,fr,21171,54.5,0,0.0974666674931844,0,0,0,0,0,573500,181500,2021-06-20 13:30:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.78045758335884,7.087780084530671
172982,6eff0004-e0b8-42b5-9792-993ce4ff33c1,623650,209164,2021-06-20 14:04:37.576000+00:00,10,FALSE,TRUE,2021-06-20 14:04:49.895000+00:00,,,de,21171,53.5,0,0.205316666762034,0,0,0,0,0,623500,209500,2021-06-20 14:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.03309436861583,7.749776325217263
173016,6f7011ed-bcbd-4c81-a2d5-52675d393998,680129,246851,2021-06-20 15:36:27.975000+00:00,12,FALSE,FALSE,2021-06-20 15:36:38.209000+00:00,,,de,21171,57.0,0,0.170566670099894,0,0,0,0,0,680500,246500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.36762915041919,8.499472282928776
173023,6f7ff1bd-ad78-44e6-a854-c7e496dd2a64,503002,113392,2021-06-20 14:39:09.285000+00:00,11,TRUE,TRUE,2021-06-20 15:39:13.924000+00:00,,,fr,21171,,1,60.0773166656494,1,0,0,0,0,503500,113500,2021-06-20 14:40:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.16500054649801,6.18280113271699
173025,6f88e586-fbfe-46c6-a639-752e367945a9,555102,183373,2021-06-20 16:38:12.348000+00:00,10,FALSE,FALSE,2021-06-20 16:38:33.456000+00:00,,,fr,21171,57.0,0,0.351800000667572,0,0,0,0,0,555500,183500,2021-06-20 16:40:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.799998561502555,6.850499080956656
173043,6f9cc53f-b123-4bac-85c5-1572143a6bbd,576226,196810,2021-06-20 16:42:31.590000+00:00,10,FALSE,FALSE,2021-06-20 16:42:36.057000+00:00,,,en,21171,55.5,0,0.0744500001271566,0,0,0,0,0,576500,196500,2021-06-20 16:45:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.92195982881221,7.1265032991391335
173054,6fb2ddff-648a-46c5-84ae-a1e32046c284,644660,201255,2021-06-20 14:35:57.110000+00:00,13,FALSE,FALSE,2021-06-20 14:36:22.293000+00:00,,,de,21171,62.0,0,0.419716668128967,0,0,0,0,0,644500,201500,2021-06-20 14:35:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.96087331234687,8.0254038604289
173056,6fb4ebae-b53a-47bd-8c03-e70772fa072f,604920,178702,2021-06-20 13:42:26.026000+00:00,14,FALSE,FALSE,2021-06-20 13:42:44.430000+00:00,,,de,21171,66.5,0,0.306733334064484,0,0,0,0,0,604500,178500,2021-06-20 13:40:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.75948310695116,7.503035690023234
173076,6fe62b4d-728b-495a-a0a7-7d2ae78a4d3d,587686,219084,2021-06-20 16:51:00.545000+00:00,12,TRUE,TRUE,2021-06-20 16:51:15.760000+00:00,,,de,21171,62.5,0,0.253583331902822,0,0,0,0,0,587500,219500,2021-06-20 16:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.1226278115641,7.276352543563135
173091,70038B2A-0CEA-4DC9-969B-5F5BF5C1E752,642613,245779,2021-06-20 14:12:58.048000+00:00,10,FALSE,FALSE,2021-06-20 14:13:07.306000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.154299998283386,0,0,0,0,0,642500,245500,2021-06-20 14:15:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.36148026588698,8.002711563721531
173104,701736A4-7F31-431F-A4FC-54F8DB4B50A6,723473,255510,2021-06-20 13:46:39.094000+00:00,13,FALSE,FALSE,2021-06-20 13:46:47.620000+00:00,ios-14.6,210527.1436.9923,de,21171,,1,0.142099996407827,0,0,0,0,0,723500,255500,2021-06-20 13:45:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.43879675070237,9.075568217291783
173111,7023596e-dc50-472d-bfcd-ecee8691b35f,533742,138057,2021-06-20 15:57:23.836000+00:00,10,FALSE,FALSE,2021-06-20 15:57:30.875000+00:00,,,fr,21171,55.5,0,0.117316667238871,0,0,0,0,0,533500,138500,2021-06-20 15:55:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.390594925185304,6.577244126135524
173112,7023596e-dc50-472d-bfcd-ecee8691b35f,533742,138057,2021-06-20 15:57:04.836000+00:00,14,FALSE,FALSE,2021-06-20 15:57:11.248000+00:00,,,fr,21171,55.5,0,0.106866665681203,0,0,0,0,0,533500,138500,2021-06-20 15:55:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.390594925185304,6.577244126135524
173113,70253074-0285-47FF-BC16-D16349D7C0BD,697823,262818,2021-06-20 16:13:10.939000+00:00,12,FALSE,FALSE,2021-06-20 16:13:15.632000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,0.0782166679700216,0,0,0,0,0,697500,262500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.508828923008686,8.737186815699172
173116,7027A7E4-C0C7-4741-9B21-846874CE9EA3,661599,220911,2021-06-20 15:31:35.482000+00:00,13,FALSE,FALSE,2021-06-20 15:31:48.743000+00:00,ios-13.4.1,210527.1436.9923,de,21171,47.0,0,0.221016665299734,0,0,0,0,0,661500,220500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.136314960809834,8.250616980807948
173125,7032bb0a-c56b-4041-ac99-78a17410fb75,604156,190025,2021-06-20 13:46:44.685000+00:00,12,FALSE,TRUE,2021-06-20 13:46:50.774000+00:00,,,de,21171,63.5,0,0.101483333110809,0,0,0,0,0,604500,190500,2021-06-20 13:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.86134272508889,7.493136625441623
173163,705f3fb7-31ed-40d4-9eff-9af6d69e2a6f,605438,184115,2021-06-20 14:24:59.284000+00:00,13,FALSE,FALSE,2021-06-20 14:25:20.381000+00:00,,,de,21171,53.5,0,0.351616668701172,0,0,0,0,0,605500,184500,2021-06-20 14:25:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.80817119662429,7.509879530121088
173174,706c4bf7-36e6-4809-8a9a-62e4cd785455,558097,133413,2021-06-20 16:24:16.542000+00:00,12,TRUE,TRUE,2021-06-20 16:24:38.116000+00:00,,,fr,21171,64.0,0,0.35956666469574,0,0,0,0,0,558500,133500,2021-06-20 16:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.35078760621679,6.894282107218373
173192,7082384e-86e6-4ddd-95ad-75154dc2b47d,635102,241561,2021-06-20 14:10:54.355000+00:00,11,FALSE,TRUE,2021-06-20 14:11:34.166000+00:00,,,de,21171,,1,0.663516664505005,0,0,0,0,0,635500,241500,2021-06-20 14:10:00+00:00,1,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.323985171109285,7.9029578210405065
173194,7084e3ef-e1a7-429b-8fca-5988b229f5b1,719067,114015,2021-06-20 14:56:16.435000+00:00,13,FALSE,FALSE,2021-06-20 14:56:33.987000+00:00,,,it,21171,48.0,0,0.292533334096273,0,0,0,0,0,719500,114500,2021-06-20 14:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.167085079995424,8.98031379464102
173197,708DF269-DF54-472B-BB4B-E695AC5FFF43,614035,191495,2021-06-20 13:59:33.622000+00:00,12,FALSE,FALSE,2021-06-20 13:59:42.024000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,0.140033332506816,0,0,0,0,0,614500,191500,2021-06-20 14:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.87443164842019,7.622736547993607
173220,70B9C18F-9B35-40C1-A786-31AA13CC9236,729729,278133,2021-06-20 19:03:50.401000+00:00,14,FALSE,FALSE,2021-06-20 19:04:25.713000+00:00,ios-12.5.1,210301.1020.9911,de,21171,41.0,0,0.588533333937327,0,0,0,0,0,729500,278500,2021-06-20 19:05:00+00:00,0,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,47.64100957427589,9.165080634593304
173233,70D5042B-5DB4-4E7C-BB14-3754AA559C77,683770,252124,2021-06-20 15:50:55.134000+00:00,12,FALSE,FALSE,2021-06-20 15:51:05.233000+00:00,ios-14.6,210527.1436.9923,en,21171,58.5,0,0.168316666285197,0,0,0,0,0,683500,252500,2021-06-20 15:50:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.41459812475809,8.548657522925648
173237,70DB27AA-4915-4DEC-AEA9-BFAAC8E1DAA4,687170,255640,2021-06-20 15:58:24.911000+00:00,12,FALSE,FALSE,2021-06-20 15:58:31.958000+00:00,ios-14.6,210527.1436.9923,de,21171,58.0,0,0.117449998855591,0,0,0,0,0,687500,255500,2021-06-20 16:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.44577659809882,8.59439058773562
173239,70DBBE4B-B453-47B3-A201-2653D428D786,663042,261113,2021-06-20 15:16:14.683000+00:00,11,FALSE,FALSE,2021-06-20 15:16:18.510000+00:00,ios-14.4,210527.1436.9923,de,21171,47.5,0,0.063783331712087,0,0,0,0,0,663500,261500,2021-06-20 15:15:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.49775142970717,8.275285359543142
173260,70a47275-fa25-42df-903d-bc6a37d7e7fa,678192,243051,2021-06-20 15:33:24.633000+00:00,12,FALSE,FALSE,2021-06-20 15:34:06.624000+00:00,,,en,21171,57.0,0,0.699850002924601,0,0,0,0,0,678500,243500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.333686365562954,8.473167704837792
173277,70ca225c-2f30-4530-a24c-10bb4b07e07d,646965,208050,2021-06-20 14:42:52.355000+00:00,12,FALSE,FALSE,2021-06-20 14:43:08.828000+00:00,,,de,21171,61.5,0,0.274550000826518,0,0,0,0,0,646500,208500,2021-06-20 14:45:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.02183424699015,8.056389541012479
173279,70cb4474-a58f-49a1-8518-a80224877ce0,697439,265660,2021-06-20 16:12:32.669000+00:00,12,FALSE,FALSE,2021-06-20 16:12:41.369000+00:00,,,de,21171,59.5,0,0.145000000794729,0,0,0,0,0,697500,265500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.53444292721008,8.732712468911211
173280,70cdadf4-de5c-4893-9a0d-16d86aa6ea72,582468,177178,2021-06-20 13:25:39.280000+00:00,12,FALSE,FALSE,2021-06-20 13:25:53.657000+00:00,,,de,21171,56.0,0,0.239616668224335,0,0,0,0,0,582500,177500,2021-06-20 13:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.74555906914612,7.209211505741048
173281,70cdadf4-de5c-4893-9a0d-16d86aa6ea72,587510,182075,2021-06-20 16:54:24.307000+00:00,12,FALSE,FALSE,2021-06-20 16:54:38.715000+00:00,,,de,21171,61.0,0,0.240133333206177,0,0,0,0,0,587500,182500,2021-06-20 16:55:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.78972369682426,7.275056636333892
173295,70f2eea3-1b09-460d-82cd-882526affd74,736861,264922,2021-06-20 17:17:13.316000+00:00,12,FALSE,FALSE,2021-06-20 17:17:26.322000+00:00,,,de,21171,,1,0.216766667366028,0,0,0,0,0,736500,264500,2021-06-20 17:15:00+00:00,1,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.520776549209096,9.25588931640271
173310,710C99E4-CBD2-4FC3-AE32-BEEE7A8C0755,560246,171895,2021-06-20 12:34:59.757000+00:00,10,FALSE,FALSE,2021-06-20 12:35:07.944000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.136450000603994,0,0,0,0,0,560500,171500,2021-06-20 12:35:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.69707904012239,6.918878727557128
173331,712c0b6a-89b6-4a63-b2c9-ed9864f136a8,498622,118352,2021-06-20 15:32:47.513000+00:00,11,FALSE,TRUE,2021-06-20 15:33:41.554000+00:00,,,fr,21171,49.5,0,0.900683331489563,0,0,0,0,0,498500,118500,2021-06-20 15:35:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,46.208966586449165,6.125026407228266
173333,71337cee-e061-4087-8bfd-df91fb4d7203,615652,194775,2021-06-20 14:09:51.350000+00:00,10,FALSE,FALSE,2021-06-20 14:10:09.047000+00:00,,,de,21171,63.5,0,0.294950000445048,0,0,0,0,0,615500,194500,2021-06-20 14:10:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.903900067768284,7.644059510916549
173334,7133ef70-fa91-4808-a397-70115d52ed5e,647014,244128,2021-06-20 14:18:49.544000+00:00,13,FALSE,FALSE,2021-06-20 14:18:56.255000+00:00,,,de,21171,,1,0.111850003401438,0,0,0,0,0,647500,244500,2021-06-20 14:20:00+00:00,1,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,47.346332101708,8.060793991499043
173350,7140A03A-EE6F-4B0F-AEAA-E1484345FFD4,688877,264525,2021-06-20 16:13:29.052000+00:00,12,FALSE,FALSE,2021-06-20 16:13:40.193000+00:00,ios-12.5.3,210527.1436.9923,de,21171,56.5,0,0.185683333873749,0,0,0,0,0,688500,264500,2021-06-20 16:15:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.52545032227751,8.61879161334047
173387,7175B9BE-A3BC-415B-BF46-77126F65DA76,674574,240997,2021-06-20 15:28:39.232000+00:00,12,FALSE,FALSE,2021-06-20 15:29:42.220000+00:00,ios-14.6,210527.1436.9923,de,21171,59.5,0,1.04979999860128,0,0,0,0,0,674500,240500,2021-06-20 15:30:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.31563239729702,8.424962341707568
173398,717b7c67-92c0-4303-b82d-1f98eeed7a63,644664,206849,2021-06-20 14:24:49.743000+00:00,12,FALSE,FALSE,2021-06-20 14:24:57.292000+00:00,,,de,21171,61.5,0,0.125816667079926,0,0,0,0,0,644500,206500,2021-06-20 14:25:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.011190311625285,8.026006130896327
173404,71865043-bf86-4454-a52e-761479a5a938,576365,171229,2021-06-20 16:42:12.067000+00:00,12,FALSE,FALSE,2021-06-20 16:42:19.037000+00:00,,,fr,21171,63.0,0,0.116166667143504,0,0,0,0,0,576500,171500,2021-06-20 16:40:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,46.69185620515964,7.129655836000957
173413,719AA30B-7475-410C-BEFD-B4BE4E684967,536583,153694,2021-06-20 16:05:11.528000+00:00,10,FALSE,FALSE,2021-06-20 16:05:13.285000+00:00,ios-14.6,210527.1436.9923,fr,21171,53.5,0,0.029283332824707,0,0,0,0,0,536500,153500,2021-06-20 16:05:00+00:00,0,2021-06-20,2021-06,2021,No hail,No hail,0.0,46.531526638206536,6.612030513083265
173431,71BA38C9-AD51-4D2B-A99A-E71FAECC9E19,605065,191015,2021-06-20 13:52:51.438000+00:00,13,FALSE,FALSE,2021-06-20 13:52:59.391000+00:00,ios-12.5.3,210527.1436.9923,de,21171,63.0,0,0.132550001144409,0,0,0,0,0,605500,191500,2021-06-20 13:55:00+00:00,0,2021-06-20,2021-06,2021,1 CHF,23 [mm],23.0,46.87024185815644,7.505068273247856
173433,71BB2ED0-9951-4523-A89B-CF0081D34DB8,594020,120001,2021-06-20 15:20:20.857000+00:00,14,FALSE,FALSE,2021-06-20 15:20:35.096000+00:00,ios-14.4.2,210527.1436.9923,fr,21171,,1,0.237316664059957,0,0,0,0,0,594500,120500,2021-06-20 15:20:00+00:00,1,2021-06-20,2021-06,2021,5 CHF,32 [mm],32.0,46.231424319279725,7.3611299553103215
173437,71C93222-9B95-4218-B269-CA251D4C212F,657900,213633,2021-06-20 14:58:27.862000+00:00,15,FALSE,FALSE,2021-06-20 14:58:55.882000+00:00,ios-14.6,210527.1436.9923,de,21171,62.5,0,0.466999999682109,0,0,0,0,0,657500,213500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,47.0711870036816,8.200928964961221
173452,71E35251-3531-4859-BA61-E141755261BB,530621,220745,2021-06-20 13:16:02.163000+00:00,10,FALSE,FALSE,2021-06-20 13:16:13.870000+00:00,ios-14.6,210527.1436.9923,fr,21171,,1,0.195116662979126,0,0,0,0,0,530500,220500,2021-06-20 13:15:00+00:00,1,2021-06-20,2021-06,2021,No hail,No hail,0.0,47.1340370466404,6.524121174985785
173458,71F332C5-4422-479A-A51D-8D2C71E68C14,656928,209913,2021-06-20 14:49:40.598000+00:00,15,FALSE,FALSE,2021-06-20 14:49:47.562000+00:00,ios-14.6,210527.1436.9923,de,21171,62.0,0,0.116066666444143,0,0,0,0,0,656500,209500,2021-06-20 14:50:00+00:00,0,2021-06-20,2021-06,2021,Golf ball,43 [mm],43.0,47.03781133497635,8.187665318950724
173462,71F545CD-0733-47F1-8969-E3F6BE6EA28C,681378,247383,2021-06-20 15:46:40.191000+00:00,11,FALSE,FALSE,2021-06-20 15:46:48.634000+00:00,ios-14.6,210505.936.9919,en,21171,57.5,0,0.140716667970022,0,0,0,0,0,681500,247500,2021-06-20 15:45:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.372260606805675,8.516102732172886
173474,71b7a671-b4e0-4ad6-b492-db70c0d9ed68,595177,235772,2021-06-20 17:06:10.033000+00:00,11,FALSE,FALSE,2021-06-20 17:06:22.054000+00:00,,,de,21171,62.5,0,0.200349998474121,0,0,0,0,0,595500,235500,2021-06-20 17:05:00+00:00,0,2021-06-20,2021-06,2021,< coffee bean,>0-5 [mm],2.5,47.272829136571396,7.3748891677544615
173494,71e8b4e3-0b7b-4701-a16c-a9f4ab33ffbb,569847,248949,2021-06-20 14:57:55.383000+00:00,12,FALSE,FALSE,2021-06-20 14:58:08.009000+00:00,,,fr,21171,41.0,0,0.210433336098989,0,0,0,0,0,569500,248500,2021-06-20 15:00:00+00:00,0,2021-06-20,2021-06,2021,Coffee bean,5-8 [mm],6.5,47.39067206056839,7.039259247954913
